Company,Time,Debt1,Debt2,Equity1,Equity2,FL,OL,SL,LL,Q,CF,CA,Cycle,Cycle*Q,Cycle*CF,Cycle*CA,ROA,SCALE
600794.SH,20051231,-0.041081172,-0.032936234,-0.00160384,-0.03208591,-0.03413211,0.0011958755,-0.005717424,-0.02721881,,0.1287814438,0.6228365758,1,,0.1287814438,0.6228365758,-0.007644948,6.0172872526
600794.SH,20060331,-0.003654404,-0.015582868,0.0012347014,0.0186632871,-0.003654404,-0.011928463,-0.015582868,0,,-0.458338328,0.7646899749,0,,0,0,0.0034945851,6.0203629372
600794.SH,20060630,-0.058290911,-0.054252079,0.0000238021,0.0125422609,-0.059701308,0.0054492286,-0.052841682,-0.001410397,,0.1056678195,0.7541068375,0,,0,0,0.0163462286,5.9777582941
600794.SH,20060930,0.0287665924,0.1082906333,-0.000107209,0.0064728635,0.0287665924,0.0795240409,0.0576006026,0.0506900307,,-0.063379013,0.7801089278,0,,0,0,0.0219748887,6.086400566
600794.SH,20061231,-0.031830089,-0.072410952,0.0343755869,0.0221000856,-0.040583364,-0.031827588,-0.063657677,-0.008753275,,0.2260788922,0.6071212094,1,,0.2260788922,0.6071212094,0.0266752062,6.0347802298
600794.SH,20070331,-0.053027601,-0.087095021,-0.037541626,0.001146258,-0.053027601,-0.03406742,-0.087095021,0,,-0.150792541,0.6390283141,0,,0,0,0.0108786781,5.9449113166
600794.SH,20070630,-0.034572577,-0.059489976,-0.000075169,0.0131328648,-0.036405971,-0.023084005,0.0078217836,-0.06731176,,0.0593692338,0.6897509334,0,,0,0,0.02622199,5.8974453087
600794.SH,20070930,-0.019225165,-0.025765567,0.0000181266,0.0174289857,-0.021971618,-0.003793949,-0.023019114,-0.002746452,,-0.055224013,0.7131838769,1,,-0.055224013,0.7131838769,0.0449256412,5.889074061
600794.SH,20071231,-0.034619249,-0.044005774,0.043313389,0.0145098967,-0.052067351,0.0080615768,0.0676066854,-0.111612459,,0.1332215178,0.5719864359,1,,0.1332215178,0.5719864359,0.047298203,5.8591341473
600794.SH,20080331,-0.014268568,-0.041715013,-0.000108441,0.0359034258,-0.028308838,-0.013406175,-0.027674743,-0.01404027,,-0.160631538,0.5774044106,0,,0,0,0.0359034258,5.8533056067
600794.SH,20080630,-0.033009543,-0.031117379,-0.000315743,0.0329363481,-0.033009543,0.0018921644,-0.015330206,-0.015787173,,0.1208531044,0.5718142705,1,,0.1208531044,0.5718142705,0.0690496495,5.8551226372
600794.SH,20080930,-0.03438221,-0.033302609,0.000303996,0.0166856867,-0.03438221,0.0010796014,-0.033302609,0,,-0.006007145,0.5465083863,1,,-0.006007145,0.5465083863,0.0856099848,5.8383663965
600794.SH,20081231,-0.029135984,0.0107234989,-0.018073051,-0.002431689,-0.029135984,0.039859483,0.1345514311,-0.123827932,,0.2295160921,0.5645260071,1,,0.2295160921,0.5645260071,0.1025726491,5.846624018
600794.SH,20090331,0.1748231036,0.2126146572,-0.000086111,0.0257033307,0.1748231036,0.0377915536,0.0305674585,0.1820471988,,-0.47240699,0.577888605,0,,0,0,0.0257033307,6.0603780154
600794.SH,20090630,-0.066505281,-0.07627689,0.0000665053,0.0412941788,-0.066505281,-0.009771609,-0.07627689,0,,0.0690345813,0.4454330007,0,,0,0,0.0620510602,6.0247687537
600794.SH,20090930,-0.027808273,0.0926426564,5.5616546E-6,0.0368928729,-0.027808273,0.1204509293,0.0926426564,0,,-0.004757391,0.5127934982,0,,0,0,0.1011930958,6.14657548
600794.SH,20091231,0.0363936076,0.0063487578,0.0010284405,0.0278064288,0.0363936076,-0.03004485,-0.03004485,0.0363936076,,0.0200770688,0.477485844,1,,0.0200770688,0.477485844,0.1173946459,6.1801601216
600794.SH,20100331,-0.016560771,0.0816692346,0.0000190449,0.0388049913,-0.016560771,0.0982300055,0.0982300055,-0.016560771,,0.1574769914,0.4646906769,0,,0,0,0.0388047843,6.2939119486
600794.SH,20100630,0.1534057339,0.6294035139,-0.000175329,0.0278069994,0.1534057339,0.47599778,0.5555027781,0.0739007358,,-0.032845552,0.6861973379,0,,0,0,0.0624394707,6.7990478353
600794.SH,20100930,0.0234115592,0.0603638067,0.0003661122,0.0318322511,0.0234115592,0.0369522476,0.0380670837,0.022296723,,0.0062756357,0.3655889992,1,,0.0062756357,0.3655889992,0.069509811,6.8872382366
600794.SH,20101231,0.0204145793,0.036403584,0.0004171719,0.0149516379,0.0204145793,0.0159890047,0.0159890047,0.0204145793,,0.0587729613,0.2863599989,1,,0.0587729613,0.2863599989,0.0785937825,6.937318256
600794.SH,20110331,0.0066975449,0.1742216028,-0.000332135,0.0455279653,0.0066975449,0.1675240579,0.1742216028,0,,0.0083383147,0.3622238276,0,,0,0,0.0468729111,7.1359637419
600794.SH,20110630,0.0276037548,0.0381447103,0.0000373304,0.0229847291,0.0276037548,0.0105409556,0.0357568354,0.0023878749,,0.0456108789,0.3308105435,1,,0.0456108789,0.3308105435,0.0614131189,7.1952976667
600794.SH,20110930,-0.039464362,0.173481381,0.0000648841,0.025280406,-0.039464362,0.2129457432,0.1622298094,0.0112515716,,0.0080147945,0.3321285401,1,,0.0080147945,0.3321285401,0.0831556398,7.3765869092
600794.SH,20111231,0.0077279268,-0.035283516,0.000043551,0.0218387049,0.0096676989,-0.044951214,-0.019702766,-0.01558075,,-0.003678559,0.2421755382,1,,-0.003678559,0.2421755382,0.0912065814,7.3630508354
600794.SH,20120331,-0.030032361,0.0853670209,-0.000399711,0.0085698105,-0.029651804,0.1150188252,0.0849864646,0.0003805563,,-0.06182175,0.2420740749,0,,0,0,0.0191505438,7.4528337967
600794.SH,20120630,-0.005797963,-0.067116693,0.000059719,0.0217023537,-0.005806891,-0.061309801,-0.050873469,-0.016243224,,-0.012619381,0.2749091198,1,,-0.012619381,0.2749091198,0.039208374,7.406355901
600794.SH,20120930,0.0041044312,-0.004570899,0.0000674799,0.0289392891,0.0040763095,-0.008647209,-0.004542777,-0.000028122,,0.0361214971,0.2945208188,1,,0.0361214971,0.2945208188,0.0700129985,7.4304321188
600794.SH,20121231,-0.008750242,0.1100810051,0.1252534633,0.1543330051,-0.008777635,0.1188586406,0.1249316795,-0.014850674,,0.0581104633,0.2731573743,1,,0.0581104633,0.2731573743,0.0975064158,7.6650409007
600794.SH,20130331,0,0.0150829551,0.000031794,-0.007252026,0.000062697,0.0150202112,0.0150202112,0.000062697,,-0.085875038,0.2114996155,0,,0,0,0.0167059949,7.6728413273
600794.SH,20130630,0.1203703665,-0.006522071,0.0000656995,0.0218454086,0.1203488699,-0.126870894,-0.123198237,0.1166762122,,-0.062749395,0.2077745212,0,,0,0,0.03842155,7.6880484025
600794.SH,20130930,0.0340464224,0.1672214962,0.0000934416,0.0236203296,0.0340252044,0.1331962459,0.1670303511,0.0001910993,,-0.001358409,0.2152729296,1,,-0.001358409,0.2152729296,0.0614620204,7.8627089146
600794.SH,20131231,0.081981525,0.0610190275,-0.000203575,0.0154307204,0.0840349008,-0.023015835,0.0210739058,0.0399451602,,-0.072160471,0.2470298725,1,,-0.072160471,0.2470298725,0.0673050329,7.9363772703
600794.SH,20140331,0.0501353742,-0.030216874,0.0001562629,-0.009047806,0.0513150145,-0.081531889,-0.060516152,0.0302992776,,0.0334209612,0.277538007,0,,0,0,0.0100233855,7.8963209412
600794.SH,20140630,-0.034436849,-0.095308917,-0.000147095,0.0230725714,-0.032936427,-0.062372527,-0.111124672,0.0158157186,,0.0323846996,0.295935282,0,,0,0,0.0337114951,7.8213426801
600794.SH,20140930,-0.017901248,-0.019773703,0.286396539,0.2999522551,-0.017866674,-0.001906948,-0.02876277,0.0089891478,,-0.019905859,0.3465611642,1,,-0.019905859,0.3465611642,0.0499154357,8.0683422424
600794.SH,20141231,-0.016666551,-0.028617088,0.0052340584,0.0044111701,-0.014841816,-0.013775304,0.0025090496,-0.031126169,,-0.029050824,0.2708768158,1,,-0.029050824,0.2708768158,0.0381229913,8.0438385458
600794.SH,20150331,-0.005030814,-0.061930061,-0.001488371,-0.01070946,-0.006307726,-0.055622335,-0.069119521,0.0071894597,,0.0531108294,0.2943020645,0,,0,0,0.0087864503,7.9684256232
600794.SH,20150630,-0.030323513,-0.068517105,0.0072740895,0.0238949364,-0.028018425,-0.040498645,-0.045661671,-0.0228554,,0.1524399159,0.3210158271,0,,0,0,0.0263823455,7.9227772775
600794.SH,20150930,0.0640765223,0.0476455214,-0.01192796,-0.011718496,0.0627513545,-0.015105906,0.0322673126,0.0153781363,,-0.190695841,0.3284512518,0,,0,0,0.027894045,7.9580739452
600794.SH,20151231,0.0443239309,0.0524099198,0.0914284907,0.0741241951,0.0533446206,-0.000934631,-0.031456622,0.0838666114,,0.0225030285,0.3148256821,1,,0.0225030285,0.3148256821,0.0101731573,8.0772197096
600794.SH,20160331,-0.037248583,-0.026975088,-0.006120547,-0.003717269,-0.037709041,0.0107339219,-0.02618711,-0.000788009,,0.0218046172,0.2803882907,0,,0,0,0.0028230885,8.0460465091
600794.SH,20160630,-0.023840227,-0.045360492,-0.001976114,0.0003689335,-0.022908603,-0.022451921,-0.018743909,-0.026616615,,0.0089461881,0.2862872466,0,,0,0,0.0113810657,8.0000113765
600794.SH,20160930,0.0395612279,0.1020039672,0.055069623,0.0582027747,0.0409988367,0.0610051641,0.1005357646,0.0014682361,,0.0243615892,0.4198258305,0,,0,0,0.01624939,8.1486095626
600794.SH,20161231,0.0597827979,0.0454991646,0.0099634334,0.0065435197,0.0585633911,-0.013064226,0.0460957412,-0.000596577,,-0.095856989,0.3682446151,1,,-0.095856989,0.3682446151,0.0110068136,8.1993433054
600794.SH,20170331,-0.020508772,-0.040472768,0.017921375,0.0107456793,-0.016992793,-0.023479947,-0.045259882,0.0047871409,,0.0121719853,0.3271204453,0,,0,0,-0.001195445,8.1691653816
600794.SH,20170630,-0.026680122,-0.045990051,-0.00602448,-0.026682699,-0.021595905,-0.024394174,-0.065294909,0.0193048304,,0.0486425008,0.3457724093,0,,0,0,-0.020507188,8.0937166265
600794.SH,20170930,0.0418713529,0.0827359041,0.017456146,0.0198446616,0.0424919405,0.0402439636,0.0402464072,0.0424894969,,0.029548487,0.378005705,1,,0.029548487,0.378005705,-0.018908908,8.1913700276
600794.SH,20171231,-0.020778332,-0.031721455,0.0004346942,-0.040395087,-0.02882764,-0.002893815,0.0593253522,-0.091046807,,0.0605099776,0.3305302194,1,,0.0605099776,0.3305302194,-0.057817788,8.1165208894
600794.SH,20180331,-0.003789484,-0.023115725,0.0038872047,0.0129073192,-0.009211943,-0.013903782,-0.017778805,-0.00533692,,-0.137072213,0.3298501377,0,,0,0,0.009508329,8.1062600207
600794.SH,20180630,-0.029443107,-0.04494473,-0.009006785,-0.009871933,-0.033800519,-0.011144241,-0.028608939,-0.016335822,,0.0126525863,0.3465345313,1,,0.0126525863,0.3465345313,0.0097152587,8.0498836578
600794.SH,20180930,-0.000453975,0.035936525,-0.001539016,-0.000962715,-0.000787029,0.0367236177,0.0361761665,-0.000239578,,0.0056294533,0.3651289335,1,,0.0056294533,0.3651289335,0.0116772659,8.0842597801
600794.SH,20181231,-0.004186624,-0.036624461,-0.000344093,0.0016158712,-0.003856037,-0.032768454,-0.033965056,-0.002659436,,-0.061078284,0.3376703937,1,,-0.061078284,0.3376703937,0.0139465135,8.0486237013
600794.SH,20190331,-0.06221452,-0.050481982,0.0021424932,0.011995105,-0.061318973,0.0108370231,-0.019519666,-0.030962284,,0.1711195986,0.4396789069,0,,0,0,0.0119950731,8.0093766359
600794.SH,20190630,0.0206364101,0.0364587612,0.0000533725,0.0216483273,0.0182777847,0.0181809432,0.0387160919,-0.002257364,,0.0331762201,0.4637693846,1,,0.0331762201,0.4637693846,0.041114298,8.0658582134
600794.SH,20190930,-0.04948928,-0.096494333,0.0010257272,0.0216948934,-0.047583151,-0.048911182,-0.096472284,-0.000022049,,0.012178414,0.3745686994,1,,0.012178414,0.3745686994,0.0604369658,7.9881134708
600794.SH,20191231,-0.016213885,-0.033501492,0.0005604035,-0.007092153,-0.016781621,-0.016719871,0.0849971713,-0.118498663,,0.0578620375,0.4034141909,1,,0.0578620375,0.4034141909,0.0582285674,7.9466728696
600415.SH,20030630,0.0589168436,0.0381219918,0.000244126,0.0115541059,0.0583798557,-0.0202578,0.0386590435,-0.000536988,,0.0053358145,0.7379160508,0,,0,0,0.0213611194,7.4058039439
600415.SH,20030930,0.0243639165,0.0404360431,0.0016009653,0.0124807111,0.0238492423,0.0165867399,0.0409506564,-0.000514674,,0.0021404343,0.7123680164,0,,0,0,0.031654313,7.4573680604
600415.SH,20031231,0.2258973601,0.2164141726,-0.002030553,0.0061426818,0.2254143238,-0.009000151,0.1533016619,0.0631125107,,-0.091649457,0.9001799626,1,,-0.091649457,0.9001799626,0.0373813187,7.6583125084
600415.SH,20040331,-0.022697457,-0.066533439,0.1558733441,0.1713442672,-0.023122209,-0.04341123,-0.042416414,-0.024117025,,-0.030360829,0.6970256069,0,,0,0,0.0160618078,7.7579866752
600415.SH,20040630,0.0106831574,0.041314325,0.0037343149,0.0150356704,0.0103191696,0.0309951981,0.0203125535,0.0210018143,,-0.063884859,0.6269544635,0,,0,0,0.0262185739,7.8128062002
600415.SH,20040930,-0.153718089,0.1886947384,0.0004603048,0.0086800964,-0.154050565,0.3427453031,0.1809367888,0.0077579497,,-0.008094754,0.5836912066,1,,-0.008094754,0.5836912066,0.0333386218,7.992937723
600415.SH,20041231,0.0790244244,0.2776527732,-0.000120406,0.0118493376,0.0627515431,0.2149011963,0.3124626053,-0.034809866,,0.1240256437,1.0041357039,1,,0.1240256437,1.0041357039,0.0358462919,8.2471939062
600415.SH,20050331,0.0854236377,0.0538433779,-0.000408289,0.0075470142,0.0854236377,-0.03158026,0.0538464956,-3.117713E-6,,-0.018483664,0.7734152965,0,,0,0,0.0076954593,8.3067736455
600415.SH,20050630,0.0271825197,0.0224344205,0.0003129674,0.0054001248,0.0271825197,-0.004748099,0.0088383226,0.0135960979,,-0.003767852,0.7623002911,0,,0,0,0.0217756562,8.3342278755
600415.SH,20050930,-0.107948775,0.1390231406,0.0001422195,0.0109928345,-0.107948775,0.2469719153,0.0921163457,0.046906795,,-0.047395125,0.7483157241,0,,0,0,0.0321691825,8.4740036882
600415.SH,20051231,-0.056436832,0.0010075492,0.0002037944,0.0130390419,-0.056436832,0.0574443809,0.0480655151,-0.047057966,,0.0860350729,0.8848201123,1,,0.0860350729,0.8848201123,0.0412792592,8.4879525402
600415.SH,20060331,0,-0.030551594,-0.000579932,0.0096470415,0,-0.030551594,-0.030551594,0,,-0.080760065,0.8742349328,0,,0,0,0.0100782477,8.466826394
600415.SH,20060630,-0.021069922,-0.019719364,-0.000110634,0.0191065633,-0.021069922,0.0013505587,0.0013505587,-0.021069922,,0.0478913135,0.8869736723,0,,0,0,0.0292073059,8.4662134058
600415.SH,20060930,0,0.0304922705,0.0001472801,0.01878451,0,0.0304922705,0.0304922705,0,,-0.072496952,0.8828925095,0,,0,0,0.0480278247,8.5143145521
600415.SH,20061231,-0.020089427,0.0244576435,-0.000467363,-0.010367421,-0.020089427,0.0445470706,0.0244576435,0,,0.128233086,0.8587383634,1,,0.128233086,0.8587383634,0.0606412332,8.52830643
600415.SH,20070331,0,-0.07324416,-0.00013511,0.0137245254,0,-0.07324416,-0.07324416,0,,-0.102278021,0.6505939297,0,,0,0,0.0137245254,8.4669419224
600415.SH,20070630,0,-0.027928924,-0.000163766,0.0149324319,0,-0.027928924,-0.027928924,0,,-0.005554062,0.6827298075,0,,0,0,0.029723853,8.4538602366
600415.SH,20070930,0,0.150308966,0.0006254429,0.0181662888,0,0.150308966,0.150308966,0,,0.0391644255,0.787324794,1,,0.0391644255,0.787324794,0.0482815343,8.6095599345
600415.SH,20071231,0,-0.152215268,0.0017395491,0.0269620991,0,-0.152215268,-0.152215268,0,,0.0825487653,0.415546099,1,,0.0825487653,0.415546099,0.0682822162,8.4757391639
600415.SH,20080331,0.0007442202,-0.055036441,0.0002575377,0.0280940216,0.0007442202,-0.055780661,-0.055036441,0,,-0.124550466,0.6084777273,0,,0,0,0.0280940216,8.4484271442
600415.SH,20080630,0.1199727842,0.0649622633,0.0001757816,0.0342849225,0.1199727842,-0.055010521,0.0221148404,0.0428474229,,0.022611999,0.5627334368,1,,0.022611999,0.5627334368,0.0647901666,8.5430526937
600415.SH,20080930,0.0310622302,0.6660232683,0.6632865806,0.6899215702,0.0310622302,0.6349610381,0.6465338285,0.0194894398,,0.1929427062,0.9193479231,1,,0.1929427062,0.9193479231,0.0864261353,9.3999945542
600415.SH,20081231,-0.030194448,-0.014445405,0.0003379214,0.0151576627,-0.030194448,0.0157490437,-0.006172953,-0.008272452,,-0.066241425,0.551877789,1,,-0.066241425,0.551877789,0.0518419404,9.4007065588
600415.SH,20090331,0.0028932973,-0.042526262,-0.000067,0.016644602,0.0028932973,-0.045419559,-0.049139513,0.0066132509,,-0.051492252,0.555185095,0,,0,0,0.016644602,9.3744840663
600415.SH,20090630,0.0213661149,0.0107806063,0.0280218081,0.0086799916,0.0213661149,-0.010585509,0.0107806063,0,,0.0015365624,0.5657081896,0,,0,0,0.0325934857,9.3937577365
600415.SH,20090930,0.0008657841,0.0105880578,0.0003074129,0.0185610162,0.0008657841,0.0097222738,0.0189122644,-0.008324207,,-0.012891782,0.5696369203,0,,0,0,0.0505323209,9.4224900556
600415.SH,20091231,0.0168391454,0.0425469942,0.0016181483,0.0269981646,0.0176287305,0.0249182637,0.0563165943,-0.0137696,,0.0672243277,0.5387073771,1,,0.0672243277,0.5387073771,0.0760991216,9.4897235209
600415.SH,20100331,-0.012587904,0.0935440904,-0.0048042,0.0125895751,-0.012614909,0.1061590074,0.0935711036,-0.000027006,,0.0052651114,0.4944555638,0,,0,0,0.0174061168,9.5905942784
600415.SH,20100630,0.0421723723,0.006957583,0.0000453832,0.0143839092,0.042147951,-0.035190375,0.0069819975,-0.000024421,,-0.059149503,0.441704868,0,,0,0,0.0301227236,9.6117112301
600415.SH,20100930,0.0314151318,0.0052193992,-4.605484E-6,0.0150636817,0.0313912275,-0.026171828,0.0052433035,-0.000023904,,-0.045053871,0.4252939065,1,,-0.045053871,0.4252939065,0.0445541161,9.6317913492
600415.SH,20101231,0.0048689534,0.0170262665,-0.000352887,0.0091000128,0.0048455177,0.0121807488,0.0078643841,0.0091618824,,0.0259084035,0.4109509751,1,,0.0259084035,0.4109509751,0.0531617672,9.6575821675
600415.SH,20110331,0.0818546167,0.0654811422,-0.000068108,0.0132254094,0.0818317841,-0.016350642,0.061667639,0.0038135031,,0.0310306171,0.4302136196,0,,0,0,0.0132987921,9.7333448535
600415.SH,20110630,-0.008230764,0.0517654651,3.8112989E-6,0.0099134849,-0.007668316,0.0594337748,0.0102366036,0.0415288556,,0.0716794783,0.6208486753,1,,0.0716794783,0.6208486753,0.0222598232,9.7931964236
600415.SH,20110930,-0.029453388,-0.055130229,0.0000148006,0.0105572813,-0.029499096,-0.025631127,-0.055232275,0.0001020519,,-0.037515034,0.5810355549,1,,-0.037515034,0.5810355549,0.0315214096,9.7475995544
600415.SH,20111231,-0.009394651,0.053659961,0.0003612905,0.0051592288,-0.008980266,0.0626402274,0.035893981,0.01776598,,0.1015350497,0.5972915463,1,,0.1015350497,0.5972915463,0.037719857,9.8047538752
600415.SH,20120331,0.0803255832,-0.014502393,-0.000013427,0.0116808746,0.0802767248,-0.094779117,-0.019997937,0.0054955443,,-0.20692953,0.562700365,0,,0,0,0.0116816638,9.8019283693
600415.SH,20120630,0.0098180407,-0.062095682,0.0000239864,-0.005627124,0.0097690439,-0.071864726,-0.062073317,-0.000022365,,-0.079791304,0.5606527389,1,,-0.079791304,0.5606527389,0.021147868,9.7318032787
600415.SH,20120930,0.0291666897,0.0027677931,0.0000266371,0.0122923548,0.0291141278,-0.026346335,-0.001958397,0.0047261898,,-0.061684091,0.5983748732,1,,-0.061684091,0.5983748732,0.0349783771,9.7467511484
600415.SH,20121231,-0.10873846,0.0621613737,0.0000834396,0.0070109942,-0.108680649,0.1708420222,0.0492489388,0.0129124349,,0.1946871671,0.5847588161,1,,0.1946871671,0.5847588161,0.0414303808,9.8136360097
600415.SH,20130331,0.0217342194,-0.023446332,-0.000010284,0.0116248278,0.0216857875,-0.045132124,-0.007018392,-0.016427945,,-0.0162328,0.5514395596,0,,0,0,0.0116245707,9.8017440764
600415.SH,20130630,0.0640478447,0.0571180554,0.0000101798,-0.004408188,0.063981297,-0.006863236,0.0022841731,0.0548338879,,-0.025049664,0.6007948996,0,,0,0,0.0224209059,9.8531117477
600415.SH,20130930,0.034567223,0.128879905,0.0026569717,0.0138098186,0.0345137353,0.0943661645,0.110485053,0.0183948468,,0.0285243961,0.5772234342,1,,0.0285243961,0.5772234342,0.0324791397,9.9864966331
600415.SH,20131231,0.1093892152,0.0874540873,0.0160364715,0.0201927534,0.1110325333,-0.023578441,0.0721036162,0.0153504756,,-0.084090681,0.6706570721,1,,-0.084090681,0.6706570721,0.0325680185,10.088734439
600415.SH,20140331,0.0140857924,0.0290642613,-0.00008341,0.0047371387,0.013977115,0.0150871463,0.0122662438,0.0167980175,,0.1386901499,0.605725268,0,,0,0,0.004737255,10.121977123
600415.SH,20140630,0.0051790793,0.0157292616,-0.000033769,0.0033967838,0.0050739552,0.0106553064,0.0103699816,0.00535928,,-0.020402906,0.5877644049,0,,0,0,0.0079789677,10.140922565
600415.SH,20140930,0.0110032701,0.0467567638,0.0007050278,-0.005311388,0.0109001189,0.0358566449,0.0178056719,0.0289510919,,0.0108013013,0.5841059962,1,,0.0108013013,0.5841059962,0.0125088507,10.181532098
600415.SH,20141231,-0.065900866,0.0744808382,0.0012276371,0.0045586859,-0.06593785,0.1404186886,0.1079578188,-0.033476981,,0.1607392378,0.585327852,1,,0.1607392378,0.585327852,0.0153899903,10.25760341
600415.SH,20150331,0.0225043224,-0.022061319,-0.000142362,0.0041389649,0.0224514913,-0.044512806,-0.019374796,-0.002686519,,-0.207378614,0.5490037051,0,,0,0,0.0041370771,10.23951851
600415.SH,20150630,0.0221589083,0.0431453278,0.097111133,-0.00826729,0.0221542419,0.0209910823,0.0848538074,-0.041708483,,0.0160745132,0.5630595047,0,,0,0,0.0076149667,10.273802095
600415.SH,20150930,-0.064220134,0.0315406943,-0.000166829,0.0053741496,-0.06428506,0.0958257544,0.0323865329,-0.000845839,,0.0586224194,0.5515102797,0,,0,0,0.0127331526,10.3100519
600415.SH,20151231,-0.03994526,-0.033055481,0.0093433804,0.0195653811,-0.035885382,0.0028299009,-0.042140172,0.0090846916,,0.0120679372,0.4909069526,1,,0.0120679372,0.4909069526,0.0220675025,10.296469982
600415.SH,20160331,-0.007253369,-0.046437137,-0.002958406,0.0041604609,-0.0083576,-0.038079537,-0.040418164,-0.006018973,,-0.063747841,0.5150989101,0,,0,0,0.0070295995,10.253273633
600415.SH,20160630,-0.032136652,-0.09722182,-0.0016073,0.0016106237,-0.03141619,-0.065805627,-0.0995517,0.0023298836,,0.0359116206,0.4899285312,0,,0,0,0.0197207497,10.152777718
600415.SH,20160930,0.0076088818,0.0103259546,0.0009103943,0.0109022322,0.0075278212,0.0027981295,0.0026822396,0.0076437111,,0.0281570591,0.5476098565,0,,0,0,0.0316418032,10.173783722
600415.SH,20161231,0.024339699,0.0284694123,-0.001631057,0.0071251515,0.0337298747,-0.005260462,0.021348378,0.0071210343,,-0.031465503,0.5851707473,1,,-0.031465503,0.5851707473,0.0382882093,10.208759446
600415.SH,20170331,0.0452343887,-0.131945172,-0.000317175,0.0247537478,0.04515979,-0.177104962,-0.133363613,0.0014184404,,-0.061616341,0.4549949122,0,,0,0,0.0249270537,10.095376359
600415.SH,20170630,0.041277435,-0.012824033,-0.002735544,-0.001569087,0.0412785947,-0.054102628,-0.010371068,-0.002452965,,0.0250132725,0.4492077471,0,,0,0,0.0421585645,10.080878654
600415.SH,20170930,-0.017614446,-0.056479308,-0.002308328,0.0061355935,-0.018999098,-0.037480211,-0.059304931,0.0028256223,,0.0416988257,0.4341214737,1,,0.0416988257,0.4341214737,0.0503672347,10.029223489
600415.SH,20171231,-0.015020617,0.0424121643,-0.000116765,0.0096906286,-0.008114524,0.0505266886,0.0381272797,0.0042848846,,0.0488615706,0.4903995073,1,,0.0488615706,0.4903995073,0.062114198,10.080014306
600415.SH,20180331,0.0629139321,0.0322705482,-0.012224764,0.018080826,0.0482368816,-0.015966333,0.0385432086,-0.00627266,,-0.111071166,0.3861577706,0,,0,0,0.0301991797,10.12913906
600415.SH,20180630,-0.012745826,-0.063603206,0.0030362995,0.0050262107,-0.017991777,-0.045611429,-0.020515579,-0.043087626,,0.0536819351,0.359414046,1,,0.0536819351,0.359414046,0.0482785076,10.068776347
600415.SH,20180930,0.0386626256,0.0808038029,0.0003770512,0.0065192717,0.0387366168,0.0420671818,0.0681291424,0.0126746562,,-0.028022267,0.3750460962,1,,-0.028022267,0.3750460962,0.0572833733,10.152495128
600415.SH,20181231,-0.00678574,0.0645351955,-0.006105332,-0.016871129,-0.002734894,0.0672700934,0.0616410814,0.0028941181,,0.0137483227,0.3295987396,1,,0.0137483227,0.3295987396,0.0406068477,10.199058115
600415.SH,20190331,0.0282615449,0.1238094257,0.0049711364,0.0125160605,0.0296503944,0.0941590313,0.1224087784,0.0014006473,,0.0063376627,0.435959732,0,,0,0,0.0074460732,10.326857914
600415.SH,20190630,0.0046062151,-0.024740456,-0.001640757,0.0040986615,0.0049609136,-0.02970137,-0.047697496,0.0229570397,,0.0302997721,0.2971553064,1,,0.0302997721,0.2971553064,0.0219069839,10.306000096
600415.SH,20190930,0.0055262893,0.0213585395,-0.000695323,0.0119335259,0.0054337431,0.0159247997,-0.035373766,0.0567323088,,0.0322073039,0.2995789884,1,,0.0322073039,0.2995789884,0.0339061224,10.338749988
600415.SH,20191231,0.0327948304,-0.000805122,0.0012917048,0.0142602551,0.0348728169,-0.035677942,-0.032269939,0.0314648143,,0.0286137501,0.2937771838,1,,0.0286137501,0.2937771838,0.0404054518,10.352115401
000910.SZ,20030630,0.0077958643,0.020974351,0.0014301946,0.0081962076,0.0077958643,0.0131784867,0.020974351,0,,-0.007703893,0.4649530043,0,,0,0,0.0144359757,7.5425591086
000910.SZ,20030930,-0.005660821,-0.011438622,0.0113596466,0.0184456911,-0.005660821,-0.005777801,-0.011438622,0,,-0.020815232,0.4332191628,0,,0,0,0.0236871983,7.5495416892
000910.SZ,20031231,0.0124354706,0.0237017045,-0.00045661,0.015776854,0.0124354706,0.0112662339,-0.015327245,0.0390289492,,0.0090626641,0.483603999,1,,0.0090626641,0.483603999,0.0405847384,7.5882608399
000910.SZ,20040331,0.0053962378,0.0204696406,0.0009000566,0.0071470314,0.0053962378,0.0150734028,0.0377066225,-0.017236982,,0.0445715602,0.4934866034,0,,0,0,0.0065600578,7.6155030995
000910.SZ,20040630,-0.020895179,-0.014780906,0.0038177988,0.0096390315,-0.020895179,0.0061142235,-0.014767503,-0.000013452,,-0.001113621,0.5054768725,0,,0,0,0.01597593,7.61034796
000910.SZ,20040930,0.0428622268,0.0974033182,-0.003087251,0.0030071613,0.0428622268,0.0545411905,0.0974168894,-0.000013472,,0.0153684496,0.5215775982,1,,0.0153684496,0.5215775982,0.0267710857,7.7060312333
000910.SZ,20041231,-0.053446104,0.019670773,0.0129454947,0.0236641433,-0.053446104,0.0731167873,-0.005037972,0.0247086554,,-0.067913537,0.5155280806,1,,-0.067913537,0.5155280806,0.0440318578,7.7484534665
000910.SZ,20050331,0.0424580869,0.0280677854,0.0013027695,0.0066526321,0.0424580869,-0.014390258,0.0302630975,-0.002195269,,0.0668458654,0.5308326008,0,,0,0,0.0068661365,7.7825847287
